date,ticker,adj_close,close,high,low,open,volume,company,daily_return,next_day_return,log_volume
2023-03-02,AAPL,143.69400024414062,145.91000366210938,146.7100067138672,143.89999389648438,144.3800048828125,52238100,Apple,0.004129381089722939,0.03509009645189143,17.77132267167378
2023-03-03,AAPL,148.73623657226562,151.02999877929688,151.11000061035156,147.3300018310547,148.0399932861328,70732300,Apple,0.03509009645189143,0.0185392720119808,18.07441288650977
2023-03-06,AAPL,151.4936981201172,153.8300018310547,156.3000030517578,153.4600067138672,153.7899932861328,87558000,Apple,0.0185392720119808,-0.014496452612035693,18.287811988877937
2023-03-07,AAPL,149.29757690429688,151.60000610351562,154.02999877929688,151.1300048828125,153.6999969482422,56182000,Apple,-0.014496452612035693,0.008377139612316231,17.844106978864314
2023-03-08,AAPL,150.5482635498047,152.8699951171875,153.47000122070312,151.8300018310547,152.80999755859375,47204800,Apple,0.008377139612316231,-0.014914561451465635,17.670006140300462
2023-03-09,AAPL,148.3029022216797,150.58999633789062,154.5399932861328,150.22999572753906,153.55999755859375,53833600,Apple,-0.014914561451465635,-0.01387884717423149,17.80140836550698
2023-03-10,AAPL,146.24462890625,148.5,150.94000244140625,147.61000061035156,150.2100067138672,68572400,Apple,-0.01387884717423149,0.013266191500088453,18.043400679377218
2023-03-13,AAPL,148.1847381591797,150.47000122070312,153.13999938964844,147.6999969482422,147.80999755859375,84457100,Apple,0.013266191500088453,0.014089163959806195,18.251754271100335
2023-03-14,AAPL,150.2725372314453,152.58999633789062,153.39999389648438,150.10000610351562,151.27999877929688,73695900,Apple,0.014089163959806195,0.0026214780457178843,18.115457724675878
2023-03-15,AAPL,150.66647338867188,152.99000549316406,153.25,149.9199981689453,151.19000244140625,77167900,Apple,0.0026214780457178843,0.01869389729349913,18.161494125416112
2023-03-16,AAPL,153.48301696777344,155.85000610351562,156.4600067138672,151.63999938964844,152.16000366210938,76161100,Apple,0.01869389729349913,-0.005454005169474363,18.14836139162039
2023-03-17,AAPL,152.6459197998047,155.0,156.74000549316406,154.27999877929688,156.0800018310547,98944600,Apple,-0.005454005169474363,0.015484011430453082,18.410070655507013
2023-03-20,AAPL,155.00949096679688,157.39999389648438,157.82000732421875,154.14999389648438,155.07000732421875,73641400,Apple,0.015484011430453082,0.011944242482947232,18.11471792555528
2023-03-21,AAPL,156.8609619140625,159.27999877929688,159.39999389648438,156.5399932861328,157.32000732421875,73938300,Apple,0.011944242482947232,-0.009103661075248737,18.118741519593627
2023-03-22,AAPL,155.43295288085938,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800,Apple,-0.009103661075248737,0.006969255444534417,18.14231249619632
2023-03-23,AAPL,156.51620483398438,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100,Apple,0.006969255444534417,0.008305673751536125,18.02944541066241
2023-03-24,AAPL,157.81617736816406,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500,Apple,0.008305673751536125,-0.012293185077196456,17.896372976484862
